Ref,Val,Package,PosX,PosY,Rot,Side
"L-CRGBL4","100n","C1_C_0402_1005Metric",70.526400,-18.705500,-3.000000,bottom
"L-CRGBL5","100n","C1_C_0402_1005Metric",89.454100,-20.379000,-6.000000,bottom
"L-CRGBL6","100n","C1_C_0402_1005Metric",107.708700,-22.748000,-9.000000,bottom
"L-CRGBL7","100n","C1_C_0402_1005Metric",126.511100,-25.741600,-9.000000,bottom
"L-CRGBL8","100n","C1_C_0402_1005Metric",96.804700,-40.216000,-6.000000,bottom
"L-CRGBL9","100n","C1_C_0402_1005Metric",77.862500,-38.232800,-6.000000,bottom
"L-CRGBL10","100n","C1_C_0402_1005Metric",59.530800,-37.525800,0.000000,bottom
"L-CRGBL11","100n","C1_C_0402_1005Metric",45.180000,-33.925000,0.000000,bottom
"L-CRGBL12","100n","C1_C_0402_1005Metric",21.368000,-33.925000,0.000000,bottom
"L-CRGBL13","100n","C1_C_0402_1005Metric",115.056900,-43.051800,-9.000000,bottom
"L-CRGBL14","100n","C1_C_0402_1005Metric",133.869500,-46.041600,-9.000000,bottom
"L-CRGBL15","100n","C1_C_0402_1005Metric",119.670100,-62.915600,-9.000000,bottom
"L-CRGBL16","100n","C1_C_0402_1005Metric",100.866500,-59.936200,-9.000000,bottom
"L-CRGBL17","100n","C1_C_0402_1005Metric",82.823300,-57.795800,-6.000000,bottom
"L-CRGBL18","100n","C1_C_0402_1005Metric",69.866700,-53.471900,-3.000000,bottom
"L-CRGBL19","100n","C1_C_0402_1005Metric",44.291000,-56.575000,0.000000,bottom
"L-CRGBL20","100n","C1_C_0402_1005Metric",18.097000,-56.575000,0.000000,bottom
"L-CRGBL21","100n","C1_C_0402_1005Metric",18.097000,-75.625000,0.000000,bottom
"L-CRGBL22","100n","C1_C_0402_1005Metric",54.653000,-72.025000,0.000000,bottom
"L-CRGBL23","100n","C1_C_0402_1005Metric",67.480600,-76.086100,-3.000000,bottom
"L-CRGBL24","100n","C1_C_0402_1005Metric",86.263100,-77.438000,-6.000000,bottom
"L-CRGBL25","100n","C1_C_0402_1005Metric",104.304700,-79.967600,-9.000000,bottom
"L-CRGBL26","100n","C1_C_0402_1005Metric",123.143900,-82.950800,-9.000000,bottom
"L-CRGBL27","100n","C1_C_0402_1005Metric",21.065000,-81.025000,90.000000,bottom
"L-CRGBL29","100n","C1_C_0402_1005Metric",38.941000,-90.425000,-90.000000,bottom
"L-CRGBL30","100n","C1_C_0402_1005Metric",90.217100,-93.389100,-6.000000,bottom
"L-CRGBL31","100n","C1_C_0402_1005Metric",126.256100,-99.085200,-9.000000,bottom
"L-CRGBL33","100n","C1_C_0402_1005Metric",34.703000,-91.075000,0.000000,bottom
"L-DL1","SK6812MINI-E","SK6812MINI-E_ReverseMount",13.810000,-14.875000,0.000000,bottom
"L-DL2","SK6812MINI-E","SK6812MINI-E_ReverseMount",32.860000,-14.875000,0.000000,bottom
"L-DL3","SK6812MINI-E","SK6812MINI-E_ReverseMount",51.910000,-14.875000,0.000000,bottom
"L-DL4","SK6812MINI-E","SK6812MINI-E_ReverseMount",70.714800,-15.110500,-3.000000,bottom
"L-DL5","SK6812MINI-E","SK6812MINI-E_ReverseMount",89.830400,-16.798700,-6.000000,bottom
"L-DL6","SK6812MINI-E","SK6812MINI-E_ReverseMount",108.271900,-19.192300,-9.000000,bottom
"L-DL7","SK6812MINI-E","SK6812MINI-E_ReverseMount",127.074300,-22.185900,-9.000000,bottom
"L-DL8","SK6812MINI-E","SK6812MINI-E_ReverseMount",97.181000,-36.635700,-6.000000,bottom
"L-DL9","SK6812MINI-E","SK6812MINI-E_ReverseMount",78.238800,-34.652500,-6.000000,bottom
"L-DL10","SK6812MINI-E","SK6812MINI-E_ReverseMount",59.530800,-33.925800,0.000000,bottom
"L-DL11","SK6812MINI-E","SK6812MINI-E_ReverseMount",40.480000,-33.925000,0.000000,bottom
"L-DL12","SK6812MINI-E","SK6812MINI-E_ReverseMount",16.668000,-33.925000,0.000000,bottom
"L-DL13","SK6812MINI-E","SK6812MINI-E_ReverseMount",115.620100,-39.496100,-9.000000,bottom
"L-DL14","SK6812MINI-E","SK6812MINI-E_ReverseMount",134.432700,-42.485900,-9.000000,bottom
"L-DL15","SK6812MINI-E","SK6812MINI-E_ReverseMount",120.233300,-59.359900,-9.000000,bottom
"L-DL16","SK6812MINI-E","SK6812MINI-E_ReverseMount",101.429700,-56.380500,-9.000000,bottom
"L-DL17","SK6812MINI-E","SK6812MINI-E_ReverseMount",83.199600,-54.215500,-6.000000,bottom
"L-DL18","SK6812MINI-E","SK6812MINI-E_ReverseMount",64.274400,-53.178900,-3.000000,bottom
"L-DL19","SK6812MINI-E","SK6812MINI-E_ReverseMount",44.291000,-52.975000,0.000000,bottom
"L-DL20","SK6812MINI-E","SK6812MINI-E_ReverseMount",18.097000,-52.975000,0.000000,bottom
"L-DL21","SK6812MINI-E","SK6812MINI-E_ReverseMount",18.097000,-72.025000,0.000000,bottom
"L-DL22","SK6812MINI-E","SK6812MINI-E_ReverseMount",49.053000,-72.025000,0.000000,bottom
"L-DL23","SK6812MINI-E","SK6812MINI-E_ReverseMount",67.669000,-72.491100,-3.000000,bottom
"L-DL24","SK6812MINI-E","SK6812MINI-E_ReverseMount",86.639400,-73.857700,-6.000000,bottom
"L-DL25","SK6812MINI-E","SK6812MINI-E_ReverseMount",104.867900,-76.411900,-9.000000,bottom
"L-DL26","SK6812MINI-E","SK6812MINI-E_ReverseMount",123.707100,-79.395100,-9.000000,bottom
"L-DL27","SK6812MINI-E","SK6812MINI-E_ReverseMount",21.065000,-85.725000,90.000000,bottom
"L-DL29","SK6812MINI-E","SK6812MINI-E_ReverseMount",38.941000,-85.725000,-90.000000,bottom
"L-DL30","SK6812MINI-E","SK6812MINI-E_ReverseMount",84.647800,-92.803700,-6.000000,bottom
"L-DL31","SK6812MINI-E","SK6812MINI-E_ReverseMount",120.725100,-98.209100,-9.000000,bottom
"L-DL33","SK6812MINI-E","SK6812MINI-E_ReverseMount",30.003000,-91.075000,0.000000,bottom
"L-HEL1","MT9102ET","HE_KEY_1.00u",13.810000,-9.525000,0.000000,bottom
"L-HEL2","MT9102ET","HE_KEY_1.00u",32.860000,-9.525000,0.000000,bottom
"L-HEL3","MT9102ET","HE_KEY_1.00u",51.910000,-9.525000,0.000000,bottom
"L-HEL4","MT9102ET","HE_KEY_1.00u",70.994800,-9.767800,-3.000000,bottom
"L-HEL5","MT9102ET","HE_KEY_1.00u",90.389600,-11.478000,-6.000000,bottom
"L-HEL6","MT9102ET","HE_KEY_1.00u",109.108800,-13.908200,-9.000000,bottom
"L-HEL7","MT9102ET","HE_KEY_1.00u",127.911200,-16.901800,-9.000000,bottom
"L-HEL8","MT9102ET","HE_KEY_1.50u",16.668000,-28.575000,0.000000,bottom
"L-HEL9","MT9102ET","HE_KEY_1.00u",40.480000,-28.575000,0.000000,bottom
"L-HEL10","MT9102ET","HE_KEY_1.00u",59.530800,-28.575800,0.000000,bottom
"L-HEL11","MT9102ET","HE_KEY_1.00u",78.798000,-29.331800,-6.000000,bottom
"L-HEL12","MT9102ET","HE_KEY_1.00u",97.740200,-31.315000,-6.000000,bottom
"L-HEL13","MT9102ET","HE_KEY_1.00u",116.457000,-34.212000,-9.000000,bottom
"L-HEL14","MT9102ET","HE_KEY_1.00u",135.269600,-37.201800,-9.000000,bottom
"L-HEL15","MT9102ET","HE_KEY_1.75u",18.097000,-47.625000,0.000000,bottom
"L-HEL16","MT9102ET","HE_KEY_1.00u",44.291000,-47.625000,0.000000,bottom
"L-HEL17","MT9102ET","HE_KEY_1.00u",64.554400,-47.836200,-3.000000,bottom
"L-HEL18","MT9102ET","HE_KEY_1.00u",83.758800,-48.894800,-6.000000,bottom
"L-HEL19","MT9102ET","HE_KEY_1.00u",102.266600,-51.096400,-9.000000,bottom
"L-HEL20","MT9102ET","HE_KEY_1.00u",121.070200,-54.075800,-9.000000,bottom
"L-HEL21","MT9102ET","HE_KEY_2.25u",18.097000,-66.675000,0.000000,bottom
"L-HEL22","MT9102ET","HE_KEY_1.00u",49.053000,-66.675000,0.000000,bottom
"L-HEL23","MT9102ET","HE_KEY_1.00u",67.949000,-67.148400,-3.000000,bottom
"L-HEL24","MT9102ET","HE_KEY_1.00u",87.198600,-68.537000,-6.000000,bottom
